review_id,order_detail_id,user_id,product_id,review_content,review_date,review_rate
420,420,3424,43,저번에 구매해보고 맛있어서 또 구매했어요. 간장을 넉넉하게 넣어먹어도 짜지 않고 맛있었어요. 450그램짜리 구매했는데 두번 먹을수 있겠어요.,2021-02-18,50
421,421,3425,43,"느끼할까봐 매콤한 맛 주문했는데 약간매워요.
와시비덕분에 느끼함 전혀 없어서 다음엔 기본맛 먹으려구요. 포장도 잘왔고 만족스러웠습니다.
배송이 늦는 경우 안내가 있으면 더 좋을것같네요!",2021-02-18,45
422,422,3426,43,,2021-02-18,50
423,423,3427,43,"연어가 탱탱하고 적당히 간이 되어있어요♥️
와사비에 꼭 찍어두세용 퓨ㅠㅠㅠㅠㅠㅠ",2021-02-18,50
424,424,3428,43,"연어장 진짜진짜 맛있어요
먹어 본 연어장 중 완전 상위권에 속합니다
연어는 부드럽기만한 줄 알았는데 쫀득쪽득 하고 비리지도 않은데 맛까지 좋으네요!!!",2021-02-18,50
425,425,3429,43,잘받았습니다 아직 먹기전인데 후기가 좋아 기대해볼게요 신랑이 아주 좋아하거든요 감사합니다~♡,2021-02-18,50
426,426,3430,44,올ㅎ양은 좀 작지만 맛나네요~~~~,2021-02-18,50
427,427,3431,44,너무 짜지 않고 밥이랑 먹으면 딱 좋아요 진짜 맛있어요 ㅋㅋ 아빠가 육즙이 살아있다고 엄청 잘 드셨어요 bb 재구매 의사 100%입니다,2021-02-18,50
428,428,3432,44,,2021-02-18,35
429,429,3433,44,맛있어요.  5팩 사서 한팩 구워 먹고 냉동실행~ 반찬 없을때 슬며시 꺼내먹으려고요.,2021-02-18,50
430,430,3434,44,"냉장고에 쟁여 두면 든든합니다.
감사합니다.
잘 먹겠습니다.^^",2021-02-18,50
431,431,3435,44,"와우~~
어제와서 오늘 바로 궈먹었는데
아주 맛나요!!^^

",2021-02-18,50
432,432,3436,44,맛있는데 너무 짜요ㅠㅠ 조금만 덜 짜게 만들어주세요~,2021-02-18,30
433,433,3437,44,항상 시켜 먹는것 냄새 하나두안나고 시중햄 이것저것들었는데 건강한 햄먹는 느낌,2021-02-18,50
434,434,3438,44,정말 찐이에요 !!! 냄새없고 맛있어요,2021-02-18,50
435,435,3439,44,엄청 맛있어요 ^^,2021-02-17,50
436,436,3440,45,1인분이에요 3인까진 무리고 국그릇에 먹음 2인분.. 근데 돈이아깝지않을정도로 맛있어요 입점할인가에서요,2021-02-18,40
437,437,3441,45,"가끔 먹고싶을때 찾을것같네요
맛있게 잘먹었습니다~~",2021-02-18,50
438,438,3442,45,어머 맛있네요~ㅋㅋ초등애들 먹이기에도 괜찮고요 아들먼저 먹이는데 맛있다네요~^^ 감사합니다~♡,2021-02-18,50
439,439,3443,45,"신랑이 먹을만 하다네요^^
입짧은 사람인데.. 먹을만 하다는건 왠만하면 맛있다라는 표현^^",2021-02-18,40
440,440,3444,45,"처음봤을때는 양이 작아보였는데, 안에 건더기가 많아 한팩으로 성인 두명 국으로 먹기 딱 좋은 양인거같아요. 이번에 3팩만 시켰는데 조금 더 주문할껄 하고 아쉬움이 ㅋㅋㅋㅋㅋㅋㅋ 예상보다 더 맛있어서 다음에 다른 종류로  재 주문 할 예정입니다.",2021-02-18,50
441,441,3445,45,맛있어요! 인공조미된 육수맛이 아니라 진짜 고기를 끓여야 나오는 맛과 향이 있네요. 한 팩 끓여 혼자 먹으니 두 번에 나눠먹었어요. 들어있는 고기가 진짜  실합니다. 간도 딱 얼큰하고 맛있어요~,2021-02-18,50
442,442,3446,45,"뜯어서 끓이다가 다시 덮어서 사진찍었네요
안에 고기 많이 들어있어서 푸짐합니다
간도 적당하고 맛있어요. 맵지않아서 먹기 좋아요
고기 진짜 부들부들해서 오래끓인게 느껴지네요~
맛있게 잘 먹었어요",2021-02-18,50
443,443,3447,45,"잘 받았습니다~~
꼼꼼하게 뽁뽁이로 포장되어왔네요~~
",2021-02-18,50
444,444,3448,45,맛있게 잘먹었어요!,2021-02-18,50
445,445,3449,45,"오늘 애들이랑 먹었어요 
가격대비 훌륭하고 고기건더기도 너무맛있어요 
기름기도많이없어 깔끔하게 잘먹었어요 
밥말아서 애들이 순식간에 먹었네요 
든든한 한끼 너무잘먹었어요 감사합니다 다음에또 시켜먹을께요 👍",2021-02-17,50
446,446,3450,46,맛있어요~~~~,2021-02-18,50
447,447,3451,46,정말 정말 국물이 끝내줘요 👍 대구지리탕을 좋아해서 속는셈 치고 함 사봐야지 했는데 완전 대성공 ~ ㅎㅎ 같이 오는 야채들도 상태좋고 대구 양도 많고 ^^ 너무 맛있게 잘 먹었습니다 ~~ 재주문 완전 !!,2021-02-18,50
448,448,3452,46,"와아~  리뷰보구 설마설마했는데
완젼 맛나네요~
보내주신 재료들로 물만붓고 끓이기만하면되니 
넘 편해요
근데 냉동보관인줄알고 포장되어온채로 냉동실에
넣어버려서 야채들까지 다 얼었어요ㅜ
그래두 맛은 있네요~
다먹구 또 주문할꺼에요~^^",2021-02-18,50
449,449,3453,46,"사진을 못찍었는데
왠만한건 귀찮아서 구매평안올리는데
유일하게올림!
인간적으로 안사먹을이유가없음
배송은 구입 익일배송 거의무조건인것같고
(심지어 설명절 전,후에 두번시켯는데 둘다익일발송)
맛도너무좋고
쿠폰까지보내주시니
원래도괜찮은가격 쿠폰때매 또저렴해짐
나만알고 나만이용하고싶은 그런가게
사장님 대박나세요! 힘내세요!
",2021-02-18,50
450,450,3454,46,양도 넉넉하고 생선 깔끔하고 세식구 먹기 좋아요^^,2021-02-18,50
451,451,3455,46,택배 받자마자 대구씻어서 냄비에 넣고 조리방법대로 끓였는데 너무 시원하고 간도 딱 맞고 맛있게 잘 멋었습니다..,2021-02-18,50
452,452,3456,46,후기보고 주문했는데 진짜 맛있어요!!!!! 양도 넉넉하고 푸짐하니 너무맛있게먹었습니다:) 또주문할게요!,2021-02-18,50
453,453,3457,46,"대구 살이 많고 양념장도 넉넉하고 맛있어요
둘이 배부르게 잘 먹었습니다^^",2021-02-17,50
454,454,3458,46,"빠른배송 ㆍ깔끔포장
동태탕 넘 맛나게먹어서
대구탕할인하기에 구매했네요
역시~~~~찐이얌~~~",2021-02-17,50
455,455,3459,46,"아무리 찾아도 양념장이 없네요 맑은탕 소스만 있고 혹시 그게 양념장은 아니죠?
좀 당황스럽네요",2021-02-16,30
456,456,3460,47,"항상 쟁여놓고 먹고있어요ㅎㅎㅎ
국물도 진득하니 넘 맛있습니다.
그냥 먹어도 좋고 만두 넣어먹어도 맛있어요~",2021-02-18,50
457,457,3461,47,남자친구 보내줬는데 맛있게 잘먹었대요 감사합니다 !,2021-02-16,50
458,458,3462,47,"지난번에 넘맛있게먹어서 재주문했어요
깍두기도 진짜맛있었는데 이번에 깜빡하고 주문못한게 아쉬워요ㅜㅜ 담엔 꼭같이주문하려구요ㅎㅎ
번창하세요!!",2021-02-07,50
459,459,3463,47,,2021-02-03,50
460,460,3464,47,"요즘 곰국은 여기서만 주문하네요~~  냉동실에서 떨어지기 무섭게 주문했습니다~
서비스 깍두기도 잘 먹을게요~
감사합니다!!!!🧡❤️",2021-02-03,50
461,461,3465,47,,2021-02-03,50
462,462,3466,47,구수하고 진한 곰탕이였어요 맛있게잘먹었습니다 깍뚜기도 맛났어요,2021-02-01,50
463,463,3467,47,재구매입니다 맛있어요,2021-01-28,50
464,464,3468,47,"아이들이 잘 먹어요 ^^ 양도 넉넉하고 좋습니다 ~ 
주소를 잘못 표기를 해주셔서 우체국 아저씨가 전화 오셔 몇호인지 다시 여쭤 보셨어요 ~~ ㅎㅎ 많이파세요",2021-01-27,35
465,465,3469,47,곰국은 무조건 라파지블입니다 ~!!!^^,2021-01-26,50
466,466,3470,48,"지금 밥에 비벼먹었는데 안짜고 안비려요!
양념맛이 조금 덜해서 오히려 제가 조절해서 먹을 수 있는 것 같아요! 다먹으면 또 구매할게요 :-)",2021-02-18,50
467,467,3471,48,먹은지는 오래됐지만 맛있어요 ,2021-02-18,50
468,468,3472,48,배송오자마자 맛부터 찔끔봤어요 ㅋㅋ 후기보고 주문했는데 맛있네용,2021-02-18,50
469,469,3473,48,"진짜 맛있어요....아껴먹느라 힘들었을 뿐이에요....
먹기도 편하고 맛있어서 다음에 또 시켜먹어야겠어요!",2021-02-18,50
470,470,3474,48,"배송 빠르네요
아직 안먹어 봤지만 맛있을거 같아요",2021-02-17,50
471,471,3475,48,혹시..제것만 그런건지ㅠㅠ 간장게장은 열자마자 비린내가 확나고요. 양념은 냄새는 덜 나는데 맛에서 비린내가 나요ㅜㅠ ,2021-02-17,30
472,472,3476,48,"곱창김에 싸먹엇어요 
예상햇던 맛은 아니엇지만 맛잇게 잘먹엇네요",2021-02-17,40
473,473,3477,48,"게장을 먹고 싶은데 볼라먹는게 귀찮아서 못먹고 있다가 이번에 순살게장을 대폭 할인하길래 구매해봤어요. 간장게장이 원래 먹고 싶었지만 비리다는 댓글이 있어서 양념게장으로 구매했는데 편하고 맛있게 잘먹었습니다!^^  저는 매운거랑 기본맛이랑 각각 하나씩 구매했는데 매운맛이 별로 안매워서 담엔 매운맛으로 여러개 구매하려구요. 아래 사진처럼 단무지,김, 양념게장, 날치알, 참기름 두르고 비벼먹어도 맛있고 반찬처럼 조금씩 퍼먹어도 맛나요♥ ",2021-02-17,50
474,474,3478,48,너무 잘먹었습니다 ㅠㅜ,2021-02-17,50
475,475,3479,48,,2021-02-17,40
476,476,3480,49,"강정색이 예전보다 더 빨간데 맛은 좀 싱겁고, 코다리가 다른 때보다 크나 간이 잘 안 배어서 퍽퍽한 느낌이랄까요.. 하실 때마다 재료의 상태가 같을 수는 없어서 이해는 합니다~~^^",2021-02-18,30
477,477,3481,49,며느리한테 보냈는데  먹을만하다 하네요. ,2021-02-18,40
478,478,3482,49,"맛있어요
가격대비 양도괜찮고 양념도 과하지않고 맛있어서 또 구매신청했습니다. 망설이지말고 사세요 밥뚝딱",2021-02-17,50
479,479,3483,49,예상했던것보다 더 맛있어요 살도 촉촉하고 계속 구매하게 될 것 같아요,2021-02-17,50
480,480,3484,49,"일단 사장님께 정말 감사드려요
저희 친정엄마가 아프셔서 입맛이 없어 잘못드셨는데 코다리강정을 드리니까 밥을 너무 맛있게 드셨어요
그후로 입맛을 좀 찾으셨어요
맛난거 만들어 주셔서 넘넘 감사합니다
",2021-02-17,50
481,481,3485,49,,2021-02-16,50
482,482,3486,49,"작원하나주고 하나는 내가 먹었는데
너무 맛있게 잘 먹었어요~강추입니다",2021-02-13,50
483,483,3487,49,너무너무 맛있어요. 최고의 맛이예요.,2021-02-12,50
484,484,3488,49,코다리 살도 많고 맛있어요.,2021-02-11,50
485,485,3489,49,맛있어요! 생각날 때 또 주문하겠습니다😄,2021-02-09,50
486,486,3490,50,"원래 새 김치 안 좋아하눈데
입맛이 바꼈나봐요~너무 맛있어요!!",2021-02-18,50
487,487,3491,50,생각했던것보다 빠르게 도착했습니다. 아직 시식전이라  맛은 모르겠지만 냄새때문에 입안에 침이...빨리 밥해서 먹어봐야겠어요~감사히 잘 먹겠습니다.번창하세요 ~,2021-02-18,50
488,488,3492,50,맛있게 잘 먹었습니다.고맙습니다.,2021-02-18,45
489,489,3493,50,"매콤한게 진짜 대박 맛있어요!!!!
먹고 너무 맛있어서 고기사와서 수육했어요

크기도 큼지막하니 찢어먹는 재미~ 이거랑 밥한공기 뚝딱!
같이 주문한 차돌박이탕은 저녁에 아이 국으로 주려고 해동중이예요

김치 느무 맛있어요!",2021-02-18,50
490,490,3494,50,"남편이 맛있다고 만든거냐고물어보네요ㅋ
이정도 만들수있음 얼마나 좋을까요ㅋ
이번엔 2키로 재주문해서 받았어요
잘먹겠습니다~",2021-02-17,50
491,491,3495,50,제입맛에는 별로에요ㅠㅠ,2021-02-17,20
492,492,3496,50,"양념맛이 저한테는 센데, 딸은 맛있다고 잘먹네요^^
칼국수를 부르는 맛입니다",2021-02-17,50
493,493,3497,50,넘 맛있어요 칼칼하고 맵삭하고 아삭하고 최고예요 재구매각입니다,2021-02-17,50
494,494,3498,50,"김치 정말 맛있네요..재구매했어요..
남편은 겉절이  아들은 익은 김치를 좋아해서
조금 덜어서 익혀주려구요
배추가  신선해서 그런지 식감이 좋아요
맵기도 적당하고 간도 세지 않아서 온 가족이
즐겨 먹고 있습니다.",2021-02-17,50
495,495,3499,50,저번에주문해서먹고맛있어서 주문했어요 다만 양념이너무많아서 좀간이쎄요  그래서저는양념을좀덜어서 다시담아놓고먹습니다 맛있어요싱싱하고요,2021-02-16,50
496,496,3500,51,"잘받았습니다
감사합니다",2021-02-18,50
497,497,3501,51,"잘받았습니다
감사합니다",2021-02-18,45
498,498,3502,51,"잘받았습니다
맛있게먹었습니다",2021-02-18,45
499,499,3503,51,넘 맛있어요!! 또 주문할게요~~~~,2021-02-18,50
500,500,3504,51,"짜지않고 진심 맛있습니다♡

배추랑 씨레기 섞어진것으로
푹~삶아서 부들부들 합니다(^^;)

둘이서 먹기엔 넉넉하고
셋이서 맛있게 나눠 먹을양 입니다

종종 들를께요

",2021-02-17,50
501,501,3505,51,,2021-02-17,50
502,502,3506,51,진짜 맛있어요.,2021-02-17,50
503,503,3507,51,,2021-02-16,50
504,504,3508,51,,2021-02-16,50
505,505,3509,51,지난번에 이어 맛있게 먹었습니다.,2021-02-15,45
506,506,3510,52,고향이 부산이라 서울에선 찾을수없던 콩잎..덕분에 맛있게 먹었어요..전엔 약간 억센것도 있었는데 이번엔 부드러운 잎이 많은것 같네요..연휴 지나서 바로 받았어요,2021-02-18,50
507,507,3511,52,"유레카 입니다
맘에 드는 콩잎 찾아 오래 헤맸어요
여긴 달지도 않고 맛있네요
재주문 할 것 같아요",2021-02-17,50
508,508,3512,52,,2021-02-16,50
509,509,3513,52,"콩잎, 어릴적 울산 외가집에서 먹던 추억의 맛입니다 맛나게 잘 먹고 있어요",2021-02-10,50
510,510,3514,52,"콩잎에서 어린시절 먹던 고향의 맛이 느껴집니다.  
다음에도 꼭 구입해서 먹고 싶어요. 
맛있습니다. 너무너무❤️❤️❤️❤️❤️❤️",2021-02-09,50
511,511,3515,52,,2021-02-08,50
512,512,3516,52,"간도 맞고너무
맛있게 잘먹었어요~^^
재구매 하려고요",2021-02-06,50
513,513,3517,52,너무 맛있어요~ 짜지 않고 괜찮네요~ 양도 많았어요~~ 포항에 가서만 먹을수 있는데 이렇게 먹으니 옛날 생각이 많이 나네요^^ 추억까지 생각나게 해주셔서 감사합니다^^,2021-02-06,50
514,514,3518,52,"어렸을 때 먹던 맛이랑 같아서 좋았어요ㅎ 콩잎이 깻잎보단 질기다고 할지 억센 느낌이 있었던 건 기억하고 있었는데 생각보다는 부드러워서 더 좋았구요. 용기만 보면 양이 작다고 생각될 수도 있긴 한데 잎이 한장 한장 쌓인거라서 먹다보면 절대 작은 양이 아니란 걸 알 수 있습니다!
재구매의사 100% 입니다!",2021-02-06,50
515,515,3519,52,"콩잎이 큰거는 쪼금 질기네요..
작은 콩잎은 부드러요~
양념이 참~맛있네요^^
잘 먹고 있습니다~^^",2021-02-06,45
516,516,3520,53,,2021-02-18,50
517,517,3521,53,짭쪼롬하고 매콤해요. 입맛없을때 꺼내먹어요,2021-02-18,50
518,518,3522,53,아주 맛있습니다~,2021-02-18,50
519,519,3523,53,,2021-02-17,50
520,520,3524,53,"맛있어서 세번째 재구매 하는건데 맛이 변했어요ㅠㅠ
고추가 안 매워서 당황했어요 매콤하고 짭짤한 맛에 밥도둑이였는데 아쉬어요ㅠㅠ 
먹고싶어서 2주 기다리다가 재구매 한건데 고추가 안 매운 고추인거 같아요 또르륵 두 개나 구매했는데 말이죠ㅜㅜ",2021-02-17,20
521,521,3525,53,,2021-02-17,40
522,522,3526,53,없으면 안되는 반찬,2021-02-17,50
523,523,3527,53,"우리 신랑이 너무 맛있대요~
또 구매합니다.",2021-02-15,50
524,524,3528,53,,2021-02-14,50
525,525,3529,53,"반찬가게에 파는건 단 맛이 강해 싫었는데, 이건  달지 않고 제가 먹고 싶었던 그 맛이네요. 제 입맛에는 고추가 좀 매워 한번에 많이 못 먹어서 좀 아쉬웠어요.
다 먹고 재구매할게요.",2021-02-13,50
526,526,3530,54,"잘받았습니다
감사합니다",2021-02-18,50
527,527,3531,54,너무맛있어요,2021-02-18,50
528,528,3532,54,,2021-02-18,50
529,529,3533,54,"저는 간장은 맛있는데 양념은 별로였어요. 국물이 너무 없고 맛도 걍,, 저는 간장이 제 입맛에 맞았어여 간장양념 둘다 새우는 탱글탱글하니 좋아여ㅎ 해외사는데 맛있게 잘묵을게염~",2021-02-18,35
530,530,3534,54,"250g 시키고 너무 맛있어서 700g을 시킨 사람입니다..
전 양념도 시켜봤지만 좀 비린맛이 있어서 간장을 시켰는데용~ 새우도 정말 탱글하고 맛있지만 간장국물이 정말 끝내줍니다! 밥에 간장국물을 적셔서 비벼먹으면 너무 맛있습니다😻 국물 재활용 해도 괜찮을 것 같아요ㅋㅋ 진짜 적게 일하시고 많이 버세요! 고민하고 있으시다면 그냥 시키세요! 후회 안할 겁니다!",2021-02-18,50
531,531,3535,54,너모 마싯어여 간장 따로 남기고 간장계란밥도 해먹음.. 양 적다생각했는데 괜찮았어여 다시사려고 보다가 후기 안썼길래 쓰는중,2021-02-17,45
532,532,3536,54,,2021-02-17,50
533,533,3537,54,진짜 죽도록 짭니다.. 이전에 먹고 할인하길래 재주문한건데 진짜 죽도록 짭니다.. 원래 새우장이라 하면 장새우 초밥은 만들수 있을 정도여야하는거 아닌가요? 다른데서 시킨 저염도 아닌 명란젓보다도 짭니다... ,2021-02-17,5
534,534,3538,54,,2021-02-17,50
535,535,3539,54,"계란후라이에 비벼서 새우랑 먹으면 맛있어요.
간편하고 입맛없을때 좋아요",2021-02-17,50
536,536,3540,55,"물김치 오늘 받았는데 정말 금방 담아서 보내주셨어요 
그런데 아직 익지도 않았는데 너무 맛있어요
식구들이 너무 맛있다고 엄마가 담군것 같다고 좋아했어요
양도 많아서 정말 감사해요 다먹고 또 구매해야 겠어요
감사 합니다",2021-02-18,50
537,537,3541,55,"작년에이어서 또 찾게되네요
요즘 입맛이 없을때라서요
맛있게 잘먹을게여~~",2021-02-18,50
538,538,3542,55,"이틀정도 익혀먹음 맛나겠어요^^
양도 많고..군침이 도네요^^
오이야는 다 약간 매콤해서 너무 좋아하는 1인!! 영원히 단골할래요^^",2021-02-18,50
539,539,3543,55,입맛에딱이네요 비빔면에 넣어서 잘먹어습니다^-^,2021-02-18,50
540,540,3544,55,"판매하는 김치류에 대한 고정관념을 깨는
엄마가 만든 물김치맛 그대로여서 감동했습니다
안익어도 익어도 맛있습니다",2021-02-18,50
541,541,3545,55,"잘받았습니다.

시원하게 먹음 좋을듯한데..좀 많이 매워서

주문할때 메모할껄..하는 생각을 했습니다.

 매운것을 잘 못먹어서...

감사합니다",2021-02-18,40
542,542,3546,55,짜지않고 상큼하니 최곱니다ㆍ봄김치로 딱이네요,2021-02-17,50
543,543,3547,55,엄마도 만족 저도 만족!,2021-02-17,50
544,544,3548,55,,2021-02-17,50
545,545,3549,55,어제 받아서 오늘 아침밥상에 올려놨더디 국물까지 다 마셨네요. 슴슴하고 시원하니 맛나네요. 다른 제품도 먹어보려고 재주문했어요,2021-02-17,45
546,546,3550,56,"잘받았습니다
감사합니다",2021-02-18,50
547,547,3551,56,"잘받았습니다
최고예요",2021-02-18,50
548,548,3552,56,"비린내가 나지도 않고 맛도 딱 좋아서 너무 맛있게 잘 먹었어요!
특히 먹기가 편해서 좋았던 것 같아요!",2021-02-18,50
549,549,3553,56,재구매할거에요..,2021-02-18,50
550,550,3554,56,"진짜 개맛있어요
언채로 와서 바로 먹지는 못했는데 좀 녹고나서 먹어보니까 진심 존맛",2021-02-17,50
551,551,3555,56,잘 받았어요   맛있게 먹을게요,2021-02-17,50
552,552,3556,56,"게장을 엄청 좋아하는데... 순살이라 기대하고 샀건만..
실망이큽니다. 다먹지못하고 버렸....ㅠ",2021-02-17,10
553,553,3557,56,"택배로 잘받았어요
포장도 깔끔하고 아이스박스에 충격없이 도착했습니다
먹기편하게 살 발라져서 너무 좋네요
감사합니다",2021-02-17,50
554,554,3558,56,"제가 게장 진짜 좋아하는데...요건 살만 고농축(?) 이라 그런가 먹자마자 두드러기로 개고생했네요...목이간질간질하고 혓바닥이 부어서ㅠㅠ
결국은 남편이가 다먹었네요..
",2021-02-15,40
555,555,3559,56,,2021-02-11,50
556,556,3560,57,친구가 먹었던 떡볶이중 쵝오래요.,2021-02-18,45
557,557,3561,57,"항상여기서 시켜먹는 떡볶이ㅜㅜ
너무마싯어요ㅎㅎ",2021-02-18,50
558,558,3562,57,"너무 맛있어요👍👍길쭉한 떡도 너무 맛있고 구성에 어묵도 포함이라 더 좋았네요🧡  마무리로 볶음밥까지 너무 행복했어요🤣

중간맛으로 골랐는데 맵기단계에 적혀있는 것처럼 신라면보다 살짝 매운 정도였어요.",2021-02-18,50
559,559,3563,57,자꾸만 주문하게 됩니다!!!ㅠㅠ,2021-02-18,50
560,560,3564,57,,2021-02-18,50
561,561,3565,57,완전 맛있어요! ,2021-02-18,50
562,562,3566,57,맛있어서 여기서만 계속 시키네요,2021-02-18,50
563,563,3567,57,아진짜 배송도 엄청빠르고 진짜 맛있어요 제가 떡볶이 엄청 좋아하는데 요즘 배달음식은 양만 많고 맛은 별론데 가격은 비싸고.. 또 시켜먹을게여,2021-02-18,50
564,564,3568,57,,2021-02-18,50
565,565,3569,57,"후기에서 학교앞 떡볶이같다 하시는데 먹어보니 무슨 말인지 알거 같아요^^  남편이 맨날 떡볶이 먹자 하는거 핀잔 주는데 오늘 저는 몇개 먹지도 못하고 남편 혼자 다 먹더라고요. 밥까지 볶아서,.. 다이어트 끝나면 매운맛으로 또 주문할게요",2021-02-17,50
566,566,3570,58,,2021-02-18,50
567,567,3571,58,"스티로폼은 파손이 하나도 안됐는데 뚜껑은 깨져서 왔네요..  그럼 안에서 파손된걸까요? 아님 이런 통을 보내주신건가요?
예전에 해물탕이랑 파스타 시켰을때는 레시피카드가 같이 왔는데
이거는 레시피카드가 원래 없는건가요?
다른것들은 다 있었던것같은데..
",2021-02-18,10
568,568,3572,58,"오자말자 해먹었는데 너무 맛있네요!
살도 실하고 포장도 꼼꼼하게 보내주셔서
기분 좋게 먹었습니다!! 
다음번엔 해물탕 시켜볼게요^^",2021-02-18,50
569,569,3573,58,"조개가 실하고 담겨온 용기도 실합니다.
조개건져먹고 남은 국물에 리조또해먹으니 맛나네요.",2021-02-18,45
570,570,3574,58,바질을 다 넣었더니 마지막에 조금 향이 나서 다못먹었어요ㅜㅠ 그래도처음끓이자마자는잘먹었고 향에 민감한분들은 조금씩조절하며넣으세요,2021-02-18,40
571,571,3575,58,"안전배송♡
편하게~ 해서ㅋㅋ
순삭해버렸어요!!
또~~ 구입해야겠어요^^",2021-02-18,50
572,572,3576,58,"바지락 크기 엄청 크네요^^
조개 킬러인데, 너무 좋아요 편리합니다",2021-02-18,50
573,573,3577,58,선물용으로 어른들 드렸는데 맛있게 드셨다나요^^,2021-02-18,50
574,574,3578,58,"보내주신 바질을 다 넣어버렸더니 국물이 초록초록하네용
적당히 넣으면 더 시원하고 깔끔한 국물이 나올 것 같아요
바지락이 도톰해서 너무 맛있게 잘 먹었습니다 :)",2021-02-18,45
575,575,3579,58,"오자마자 친구랑 엄청 맛있게 먹었습니다.
바지락이 너무 실해서 정말 맛있었어용!
또 시킬거예요~!!",2021-02-17,50
576,576,3580,59,오자마자 시식했네요.냉면이 넘 맛있어요.육수도 짱입니다.,2021-02-18,50
577,577,3581,59,냉면 면빨이 최고 입니다 너무 맛있어요 서설마 사장님 냉면에 진짜 마약을 ,2021-02-17,50
578,578,3582,59,"작가님 넘 맛있습니다
꽁꽁 잘 얼어서 왔어요 ㅋ
근데
갑자기 추워져가지구요 ㅋ
이거 먹고 몸도 얼었어용 
신랑도 저도 냉면 참 조아하거든요
진짜 맛있게 저녁 뚝딱했어요
양이 진짜 많아용 쵝오",2021-02-17,50
579,579,3583,59,정말 맛있어요,2021-02-17,50
580,580,3584,59,"부모님이 너무 좋아하셔서
또 재구매 했는데
언제 오냐고 너무 맛있다고 기다리세요",2021-02-17,50
581,581,3585,59,"면 얇아서 좋구요 육수랑 양념장 다 맛있어요
",2021-02-17,50
582,582,3586,59,"그동안 수많은(?) 냉면을 먹어 보았지만, 처음 한 젓가락 맛보고 냉면에 이런 신선한 맛을 느낀 건 처음입니다. 
국물에 식초와 육수 비율이 매우 뛰어나요. 거기에 면발도 너무 질기지 않아요. 
한그릇 비우고 배송 늦어도 되니 5개 더 시켰어요 ㅎ",2021-02-17,50
583,583,3587,59,"생각 이상으로 만족하면서 먹었어요
역시 할인할때 쟁여놓고 먹어야겠어요!!",2021-02-16,50
584,584,3588,59,"원래 다데기 양념장 안넣고 먹는 스타일임돠
근디 여긴 양념장을 넣으니 맛나네요
꼭~ 넣어서 드시길~^^
아..
그리고 양념장 딱 반넣으라고 했는데
나머지 양념장 버리기 아까워서
차라리 1회분만 소분량 해주심이 어떨지...^^;",2021-02-16,50
585,585,3589,59,"소문을 듣고 찾아와 주문 폭주라 기다림에 잊고 있던 냉면이 왔다. 난 받았지만 많은 양과 맛에 유명해 첫 개봉때 생각보다 면이 적어서 실망 했지만 그건 내 착각이었다. 모든걸 압축시킨 면이 물과 만나는 순간 그 양은 상상을 넘었고
, 진한 육수와 매콤하면서 땡기는 다대기 양념장은 우리가 흔히 아는 송주 불 냉면이  아닌 그보다 인위적인 캡사이신맛이나 풋고추냄새가 안나는 진짜 냉면 맛집의 맛이었다. 그렇다고 양념장이 무작정 매운게 아니다 첫입은 어? 안 맵네 3입에 어? 맛있게 매콤하네 그릇을 비우면 크아~  시원하다. 맛있네 쓰읍 살짝 맛있는 맵기가 도네 좋다 라고 흐믓해진다 나는 바보였다 실수로 5개만 시키다니 온 가족이 먹기에 부족했다..맛 보고 더 시켜야지하고 오만하고 미련한 나의 판단은 배송을 더 늦출뿐이고 나는 남은 4개를 숨기고 새로 시킬때 가족들에게 맛보여줘야겠다..호랑이 냉면..겁나 맛있어요ㅜㅡㅜb",2021-02-15,50
586,586,3590,60,대박이에요 나혼자산다소희편보고 찾아해매가 이재품이라고해서 샀는대 대박 저희아가는 저렇게 냉동블루베리넣어 매일 간식으로 먹어요 너무좋아서 카톡채널추가까지 곧 또 주문할꺼에요 ^^,2021-02-18,50
587,587,3591,60,"일단 맛은 합격이네요^^
신맛도 많이 없고 완젼 꾸덕하고
지금 제가 그릭요거트 여기저기 먹어보고
있는데 제 기준 top3 안 입니다.
그리고 많이 꾸덕 할수록 칼로리가 높아지는것
같은데 룰루 요거트는 완죤 꾸덕함에도 
칼로리도 많이 높지 않네요~!
그런데 한가지 불편했던 점이
팩킹시 꽉꽉 눌러담아 있지 않고
성글게 담겨져 있어 제가 펏을때
부서지는 것들이 많아서 좀 불편했어요.
그냥 제가 숟가락으로 꽉꽉 누르면 될까요?!
암튼 맛, 꾸덕함 짱입니다.",2021-02-18,45
588,588,3592,60,"제가 생각한 맛이 아니에요ㅠㅠ
너무 맛있어요
꾸덕한 식감에, 농익은 치즈맛인데
이건 호불호 없이 무조건 좋아할 맛이더라구요
제가 맛없는건 절대 안먹는 어린이 입맛이라
좀 걱정이었는데 보내주신 사은품(?)까지 걱정 없이 먹겠어요 ㅋㅋㅋㅋ
아무래도 아무것도 첨가되지 않은 무방부제 식품이라 유통기한이 짧지만 맛이있어서 바로 다 먹을 거 같아요",2021-02-17,50
589,589,3593,60,최고의 그릭요거트 꾸덕꾸덕 금방먹고또 사먹어야지...,2021-02-17,50
590,590,3594,60,"맛있어요~
꾸덕한요거트 처음먹어봤는데
너무맛있네요 특히 과일이랑먹으니
더맛있어용",2021-02-17,50
